STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE
36,061,003200,8234,40.725331,-73.984269
36,061,003300,5156,40.718049,-74.006108
36,061,003400,6612,40.72895,-73.981415
36,061,003601,3393,40.72227,-73.991056
36,061,003602,3151,40.72461,-73.990296
36,061,003700,2447,40.726366,-74.005906
36,061,003800,9237,40.727308,-73.988393
36,061,003900,5860,40.720309,-74.010427
36,061,004000,8651,40.730757,-73.986367
36,061,004100,7817,40.719351,-73.996568
36,061,004200,5145,40.732548,-73.989034
36,061,004300,4270,40.722973,-73.994997
36,061,004400,16538,40.731662,-73.977921
36,061,004500,1136,40.720924,-73.99912
36,061,004700,2524,40.722822,-74.002908
36,061,004800,7229,40.733933,-73.984043
36,061,004900,4942,40.72556,-74.001095
36,061,005000,5055,40.735881,-73.987133
36,061,005200,3408,40.737182,-73.991082
36,061,005400,4536,40.737956,-73.9943
36,061,005501,4204,40.727566,-73.996845
36,061,005502,2257,40.725949,-73.993743
36,061,005600,3322,40.741572,-73.987559
36,061,005700,2781,40.730171,-73.992545
36,061,005800,3512,40.74339,-73.990648
36,061,005900,5401,40.731414,-73.994371
36,061,006000,4511,40.734759,-73.977008
36,061,006100,5224,40.733386,-73.992664
36,061,006200,4437,40.739541,-73.973358
36,061,006300,6380,40.734375,-73.996853
36,061,006400,8090,40.737249,-73.981353
36,061,006500,6202,40.729664,-74.000201
36,061,006600,11740,40.740112,-73.979373
36,061,006700,5461,40.730694,-74.003764
36,061,006800,7614,40.740204,-73.98389
36,061,006900,2759,40.731523,-74.008614
36,061,007000,8871,40.743384,-73.976936
36,061,007100,5429,40.735536,-73.999914
36,061,007200,8664,40.744983,-73.980567
36,061,007300,6215,40.734057,-74.004244
36,061,007400,4319,40.74618,-73.983863
36,061,007500,4159,40.734621,-74.008072
36,061,007600,2277,40.747786,-73.986863
36,061,007700,5966,40.738043,-74.003269
36,061,007800,8391,40.746676,-73.974374
36,061,007900,4442,40.737796,-74.00782
36,061,008000,5377,40.748343,-73.978204
36,061,008100,8047,40.739727,-73.998849
36,061,008200,3262,40.749511,-73.981516
36,061,008300,4092,40.742548,-74.004445
36,061,008400,1595,40.75103,-73.984693
36,061,008601,2618,40.744633,-73.97203
36,061,008602,0,40.749757,-73.966238
36,061,008603,4799,40.754516,-73.964169
36,061,008700,6338,40.742476,-73.997293
36,061,008800,7026,40.748946,-73.971867
36,061,008900,5708,40.744532,-74.002502
36,061,009000,7883,40.752566,-73.969812
36,061,009100,6304,40.744839,-73.995521
36,061,009200,1806,40.753623,-73.973431
36,061,009300,8780,40.747323,-74.001207
36,061,009400,73,40.756276,-73.97752
36,061,009500,3040,40.746837,-73.994001
36,061,009600,155,40.757114,-73.980345
36,061,009700,5224,40.74923,-73.998386
36,061,009800,7316,40.755757,-73.967501
36,061,009900,1945,40.74886,-74.005112
36,061,010000,1992,40.75886,-73.97022
36,061,010100,1116,40.749024,-73.991046
36,061,010200,230,40.759529,-73.974986
36,061,010300,2058,40.752133,-73.996114
36,061,010400,966,40.762291,-73.976565
36,061,010601,7351,40.75729,-73.961883
36,061,010602,4875,40.761145,-73.958952
36,061,010800,9039,40.758867,-73.965276
36,061,010900,183,40.753109,-73.990578
36,061,011000,7169,40.762596,-73.962949
36,061,011100,3512,40.754732,-73.99555
36,061,011201,992,40.764209,-73.975402
36,061,011202,441,40.762575,-73.97169
36,061,011203,1401,40.761032,-73.968791
36,061,011300,117,40.753616,-73.987461
36,061,011401,1412,40.764941,-73.970201
36,061,011402,2397,40.763623,-73.967043
36,061,011500,2303,40.757427,-73.992902
36,061,011600,3543,40.763435,-73.957618
36,061,011700,3364,40.760723,-73.999123
36,061,011800,8767,40.765291,-73.961008
36,061,011900,1120,40.757192,-73.986437
36,061,012000,3971,40.7668,-73.96446
36,061,012100,8554,40.759688,-73.992159
36,061,012200,3633,40.768445,-73.967839
36,061,012400,10218,40.766865,-73.954423
36,061,012500,2719,40.760615,-73.98555
36,061,012600,12774,40.768386,-73.958519
36,061,012700,6928,40.762232,-73.989948
36,061,012800,6270,40.771389,-73.961259
36,061,012900,6038,40.762371,-73.995755
36,061,013000,4195,40.772811,-73.964547
36,061,013100,2816,40.763021,-73.983241
36,061,013200,10590,40.770022,-73.951434
36,061,013300,6208,40.764485,-73.987884
36,061,013400,11174,40.771613,-73.95595
36,061,013500,6596,40.767771,-73.991617
36,061,013600,15344,40.772867,-73.948902
36,061,013700,6471,40.765363,-73.979991
36,061,013800,12444,40.774764,-73.953901
36,061,013900,9257,40.767228,-73.985852
36,061,014000,7813,40.776129,-73.957883
36,061,014200,4462,40.77734,-73.961303
36,061,014300,25,40.79025,-73.959844
36,061,014401,4864,40.775326,-73.947687
36,061,014402,6743,40.776953,-73.946446
36,061,014500,5542,40.76993,-73.984727
36,061,014601,4274,40.777142,-73.952159
36,061,014602,7904,40.778812,-73.951211
36,061,014700,2755,40.771524,-73.988658
36,061,014801,2863,40.778746,-73.95591
36,061,014802,7066,40.781176,-73.954397
36,061,014900,5842,40.771935,-73.981339
36,061,015001,2294,40.780312,-73.959255
36,061,015002,5437,40.782196,-73.957595
36,061,015100,8306,40.774107,-73.988388
36,061,015200,7275,40.779779,-73.945503
36,061,015300,9320,40.775118,-73.981101
36,061,015400,13749,40.781416,-73.949176
36,061,015500,9350,40.777341,-73.986537
36,061,015601,5345,40.7838,-73.947701
36,061,015602,2298,40.78551,-73.947491
36,061,015700,10751,40.777384,-73.978778
36,061,015801,5650,40.784177,-73.952153
36,061,015802,3346,40.786339,-73.950287
36,061,015900,9623,40.77964,-73.984495
36,061,016001,3744,40.785876,-73.955044
36,061,016002,3131,40.787836,-73.953591
36,061,016100,6437,40.779764,-73.977195
36,061,016200,9308,40.788602,-73.939395
36,061,016300,6624,40.78229,-73.982317
36,061,016400,6127,40.787763,-73.944412
36,061,016500,6402,40.783035,-73.97575
36,061,016600,7317,40.789314,-73.948322
36,061,016700,6564,40.78477,-73.979985
36,061,016800,5675,40.791259,-73.951064
36,061,016900,8108,40.785124,-73.972839
36,061,017000,7855,40.79088,-73.941801
36,061,017100,8989,40.787547000000004,-73.978375
36,061,017200,5504,40.794008,-73.945003
36,061,017300,8939,40.787689,-73.971244
36,061,017401,5248,40.794939,-73.948906
36,061,017402,2093,40.796923,-73.947927
36,061,017500,10820,40.790049,-73.976765
36,061,017700,9151,40.790276,-73.969444
36,061,017800,3912,40.795735,-73.933772
36,061,017900,9293,40.792594,-73.974391
36,061,018000,7476,40.794652,-73.939447
36,061,018100,8866,40.792643,-73.967756
36,061,018200,6768,40.79832,-73.942081
36,061,018300,8667,40.795045,-73.972766
36,061,018400,7835,40.799473,-73.945274
36,061,018500,4190,40.794324,-73.966272
36,061,018600,5701,40.799153,-73.949738
36,061,018700,8974,40.797539,-73.97089
36,061,018800,6008,40.797644,-73.937447
36,061,018900,11547,40.797194,-73.963929
36,061,019000,3083,40.801936,-73.947637
36,061,019100,8807,40.800034,-73.969009
36,061,019200,3584,40.798823,-73.931457
36,061,019300,9009,40.800426,-73.961668
36,061,019400,6558,40.800668,-73.935015
36,061,019500,8197,40.802626,-73.966881
36,061,019600,3931,40.802504,-73.93935
36,061,019701,641,40.803496,-73.961768
36,061,019702,2090,40.802173,-73.957974
36,061,019800,1914,40.804173,-73.941481
36,061,019900,10064,40.80523,-73.965137
36,061,020000,2581,40.805295,-73.945622
36,061,020101,1731,40.806707,-73.960026
36,061,020102,3865,40.805042,-73.956651
36,061,020300,3633,40.808844,-73.961431
36,061,020500,5322,40.808816,-73.964717
36,061,020600,2942,40.808337,-73.93886
36,061,020701,3329,40.80894,-73.95848
36,061,020800,4591,40.809674,-73.942024
36,061,020901,3673,40.811725,-73.955519
36,061,021000,6637,40.812422,-73.936184
36,061,021100,10330,40.81381,-73.959381
36,061,021200,4412,40.813769,-73.939001
36,061,021303,5619,40.814221,-73.952796
36,061,021400,3001,40.816936,-73.936769
36,061,021500,3068,40.814213,-73.948948
36,061,021600,7556,40.800629,-73.95434
36,061,021703,6,40.818471,-73.948915
36,061,021800,6617,40.803297,-73.952728
36,061,021900,6023,40.817106,-73.955418
36,061,022000,5370,40.805902,-73.951108
36,061,022102,2175,40.818837,-73.946246
36,061,022200,2644,40.807831,-73.949303
36,061,022301,7917,40.820521,-73.954572
36,061,022302,3385,40.820002,-73.956901
36,061,022400,6427,40.811416,-73.94704
36,061,022500,10149,40.82305,-73.952519
36,061,022600,3778,40.813561,-73.944713
36,061,022700,4864,40.822788,-73.946268
36,061,022800,5248,40.815906,-73.942809
36,061,022900,8300,40.825401,-73.950367
36,061,023000,8106,40.818667,-73.941229
36,061,023100,5865,40.826004,-73.944459
36,061,023200,7980,40.821027,-73.939746
36,061,023300,6527,40.828139,-73.948259
36,061,023400,4465,40.824072,-73.938999
36,061,023501,6004,40.829208,-73.94202
36,061,023502,1819,40.827685,-73.939062
36,061,023600,6404,40.824343,-73.936483
36,061,023700,6811,40.830412,-73.947261
36,061,023801,9723,40.760673,-73.95136
36,061,023802,1938,40.770308,-73.942216
36,061,023900,2371,40.832747,-73.940879
36,061,024000,1648,40.789803,-73.927123
36,061,024100,7642,40.833848,-73.945182
36,061,024200,3396,40.80595,-73.936027
36,061,024301,3946,40.836136,-73.938724
36,061,024302,7370,40.832196,-73.937227
36,061,024500,14934,40.836671,-73.942081
36,061,024700,7074,40.837255,-73.945531
36,061,024900,1101,40.838777,-73.936885
36,061,025100,2526,40.840029,-73.938426
36,061,025300,11236,40.84291,-73.938138
36,061,025500,5771,40.844875,-73.94209
36,061,025700,3876,40.807924,-73.954451
36,061,025900,3496,40.823328,-73.942269
36,061,026100,12087,40.845792,-73.934557
36,061,026300,8729,40.846903,-73.937241
36,061,026500,7021,40.849727,-73.939183
36,061,026700,2173,40.850641,-73.928414
36,061,026900,8428,40.85105,-73.930722
36,061,027100,8196,40.851979,-73.934212
36,061,027300,6370,40.853277,-73.937642
36,061,027500,2846,40.854198,-73.939439
36,061,027700,7086,40.855147,-73.928162
36,061,027900,10292,40.855933,-73.930947
36,061,028100,2867,40.856388,-73.934977
36,061,028300,7627,40.858916,-73.9289
36,061,028500,7216,40.861657,-73.927835
36,061,028700,4035,40.864332,-73.928468
36,061,029100,11288,40.864083,-73.92361
36,061,029300,9033,40.865864,-73.920095
36,061,029500,6941,40.867604,-73.924905999999993
36,061,029700,161,40.872064,-73.923039
36,061,029900,3834,40.861538,-73.92156
36,061,030300,3753,40.869272,-73.918406
36,061,030700,3434,40.871456,-73.917048
36,061,030900,8463,40.875793,-73.909748
36,061,031100,2,40.839244,-73.934715
36,061,031703,7709,40.715463,-74.015441
36,061,031704,5677,40.708202,-74.016948
36,061,031900,11,40.702849,-74.015062
36,063,020100,3619,43.123692,-79.050509
36,063,020200,2262,43.118207,-79.043628
36,063,020300,2224,43.106154,-79.022522
36,063,020400,1563,43.109108,-79.038833
36,063,020500,2274,43.101325,-79.054352
36,063,020600,1439,43.104817,-79.043875
36,063,020700,2775,43.104684,-79.034324
36,063,020900,2451,43.098262,-79.045177
36,063,021000,2837,43.098497,-79.032979
36,063,021100,1591,43.089276,-79.05693
36,063,021200,2462,43.09149,-79.046308
36,063,021300,2071,43.091713,-79.037285
36,063,021400,1974,43.091452,-79.028215
36,063,021700,3502,43.088355,-79.02738
36,063,022000,3495,43.080776,-78.990794
36,063,022100,2480,43.08505,-78.978404
36,063,022200,3805,43.075693,-78.969634
36,063,022300,2524,43.084322,-78.967199
36,063,022401,1897,43.084882,-78.954415
36,063,022500,2948,43.093089,-78.951385
36,063,022601,2338,43.124607,-79.0057
36,063,022602,6040,43.110469,-78.97086
36,063,022702,6397,43.095859,-78.768628
36,063,022711,9876,43.092512,-78.860721
36,063,022712,8241,43.081044,-78.905159
36,063,022803,3644,43.056367,-78.858376
36,063,022804,3271,43.057341,-78.844702
36,063,022901,2341,43.049057,-78.884072
36,063,022902,3121,43.058394,-78.890692
36,063,023001,2225,43.039299,-78.878909
36,063,023100,2370,43.033753,-78.872816
36,063,023200,2838,43.027549,-78.869545
36,063,023300,6993,43.031441,-78.851214
36,063,023401,7400,43.166674,-78.701086
36,063,023402,4259,43.158275,-78.642618
36,063,023404,5127,43.112336,-78.669322
36,063,023405,3743,43.124492,-78.686618
36,063,023500,2617,43.180004,-78.688245
36,063,023600,3878,43.171378,-78.704919
36,063,023700,2059,43.167505,-78.691848
36,063,023800,3364,43.172384,-78.678969
36,063,023901,3941,43.159558,-78.690558
36,063,023902,5306,43.165311,-78.671699
36,063,024001,5985,43.164037,-78.557789
36,063,024002,1840,43.211128,-78.475817
36,063,024101,3952,43.255434,-78.552783
36,063,024102,2662,43.335818,-78.549132
36,063,024201,6799,43.26669,-78.690859
36,063,024202,2867,43.317195,-78.707828
36,063,024301,1264,43.310952,-78.827011
36,063,024302,4729,43.265856,-78.831989
36,063,024303,5839,43.170445,-78.82965
36,063,024401,2701,43.174101,-79.039388
36,063,024404,4795,43.169757,-79.020352
36,063,024405,5329,43.189769,-78.978502
36,063,024406,3437,43.137492,-78.985928
36,063,024501,2783,43.244231,-79.042135
36,063,024502,3988,43.252377,-78.965692
36,063,024600,4765,43.054716,-78.873534
36,063,940001,1152,43.162757,-78.944421
36,063,940100,0,43.088886,-78.477225
36,063,990000,0,43.456908,-78.792653
36,065,020102,1237,43.107529,-75.24727
36,065,020300,1366,43.099584,-75.234786
36,065,020705,2090,43.084679,-75.257583
36,065,020802,3949,43.093429,-75.206447
36,065,020803,2719,43.096031,-75.216093
36,065,020900,2250,43.102152,-75.247391
36,065,021000,1734,43.097992,-75.224012
36,065,021101,1159,43.09772,-75.244138
36,065,021102,2541,43.093686,-75.25271
36,065,021103,1520,43.088093,-75.26626
36,065,021201,2064,43.090508,-75.22929
36,065,021202,2860,43.084422000000004,-75.234656
36,065,021301,3326,43.079888,-75.204918
36,065,021302,3747,43.089736,-75.215594
36,065,021303,3039,43.081369,-75.222578
36,065,021401,2676,43.098732,-75.257567
36,065,021402,1799,43.106576,-75.260758
36,065,021500,2593,43.088046,-75.238444
36,065,021601,5292,43.114784,-75.186562
36,065,021602,2292,43.124027,-75.218117
36,065,021701,3295,43.075917,-75.271197
36,065,021702,2572,43.081682,-75.27813
36,065,021900,1867,43.206623,-75.464075
36,065,022000,3599,43.221641,-75.473671
36,065,022100,2791,43.226949,-75.463712
36,065,022200,2616,43.227123,-75.448918
36,065,022400,3458,43.220018,-75.439931
36,065,022500,4490,43.212739,-75.435077
36,065,022701,2065,43.238797,-75.448415
36,065,022702,4016,43.258245,-75.465935
36,065,022800,2852,43.201504,-75.483516
36,065,023000,6179,43.123754,-75.440739
36,065,023200,4386,43.124176,-75.297962
36,065,023300,2694,43.111537,-75.271862
36,065,023400,4876,43.10017,-75.2891
36,065,023501,2302,43.110368,-75.305925
36,065,023502,4444,43.11421,-75.327318
36,065,023702,3819,43.229077,-75.343804
36,065,023901,2302,43.130171,-75.202544
36,065,023902,1971,43.176293,-75.160007
36,065,024000,4498,43.252833,-75.203116
36,065,024101,1535,43.467525,-75.167307
36,065,024102,3029,43.344529,-75.195424
36,065,024200,4555,43.476306,-75.31529
36,065,024301,2970,43.288987,-75.471892
36,065,024302,3516,43.310688,-75.52296
36,065,024303,2627,43.345503,-75.412146
36,065,024400,4037,43.339217,-75.651951
36,065,024500,4934,43.3417,-75.75722
36,065,025001,3217,43.067075,-75.361645
36,065,025002,3981,43.042921,-75.377913
36,065,025003,3117,43.046706,-75.41339
36,065,025100,1847,43.070315,-75.28961
36,065,025200,4367,43.081551,-75.335726
36,065,025300,7122,43.056479,-75.293833
36,065,025400,5990,43.055979,-75.251475
36,065,025500,4411,42.989397,-75.260463
36,065,025600,4151,42.966584,-75.441797
36,065,025700,2561,42.919821,-75.383281
36,065,025800,1522,42.899656,-75.250021
36,065,025900,2152,43.179557,-75.481094
36,065,026100,2810,43.156087,-75.3523
36,065,026200,6069,43.166396,-75.256117
36,065,026300,3815,43.217175,-75.456984
36,065,026400,5105,43.09092,-75.244075
36,065,026500,998,43.098641,-75.268213
36,065,026600,2913,43.159816,-75.304207
36,065,026700,5440,43.241469,-75.73948
36,065,940000,3071,43.070525,-75.59821
36,065,940100,6293,43.14982,-75.614896
36,065,940200,5367,43.071766,-75.555036
36,065,980002,2,43.108047,-75.215855
36,065,980003,5,43.081007,-75.2498
36,065,980100,4,43.245998,-75.414562
36,067,000100,579,43.057496,-76.16105
36,067,000200,3545,43.074289,-76.158296000000007
36,067,000300,1561,43.080888,-76.14849
36,067,000400,3707,43.076457,-76.140955
36,067,000501,2358,43.063269,-76.155062
36,067,000600,3534,43.069645,-76.152637
36,067,000700,1853,43.069242,-76.145658
36,067,000800,2647,43.068081,-76.139
36,067,000900,3078,43.068559,-76.125789
36,067,001000,4004,43.072033,-76.110153
36,067,001400,3099,43.063811,-76.148364
36,067,001500,2748,43.061629,-76.140495
36,067,001600,2983,43.056895,-76.138466
36,067,001701,2438,43.057677,-76.126328
36,067,001702,2526,43.061482,-76.118515
36,067,001800,2682,43.06358,-76.10958
36,067,001900,3894,43.064301,-76.098328
36,067,002000,2264,43.056265,-76.194864
36,067,002101,2791,43.05178,-76.172349
36,067,002300,1736,43.05628,-76.146662
36,067,002400,2064,43.05462,-76.134714
36,067,002700,1879,43.050264,-76.19072
36,067,002901,2683,43.046062,-76.183647
36,067,003000,2111,43.044578,-76.161886
36,067,003200,2146,43.046816,-76.148401
36,067,003400,1472,43.046927,-76.129761
36,067,003500,2673,43.045896,-76.119741
36,067,003601,2404,43.04832,-76.109894
36,067,003602,2184,43.051023,-76.097028
36,067,003800,2520,43.035714,-76.178682
36,067,003900,3602,43.03708,-76.166551
36,067,004000,1580,43.041679,-76.1642
36,067,004200,2065,43.039263,-76.146133
36,067,004301,1510,43.039661,-76.140577
36,067,004302,6978,43.03948,-76.132495
36,067,004400,2418,43.034921,-76.125782
36,067,004500,4227,43.036467,-76.118602
36,067,004600,5120,43.040606,-76.09884
36,067,004800,1495,43.028191,-76.190416
36,067,004900,1588,43.028922,-76.178959
36,067,005000,2735,43.026262,-76.170582
36,067,005100,2434,43.023161,-76.16065
36,067,005200,2127,43.032064,-76.159628
36,067,005300,1975,43.031688,-76.147477
36,067,005400,2761,43.024755,-76.146043
36,067,005500,3729,43.019809,-76.133787
36,067,005601,1473,43.024012,-76.120754
36,067,005602,2483,43.018597,-76.118474
36,067,005700,1956,43.015408,-76.163318
36,067,005800,2510,43.019368,-76.152335
36,067,005900,1834,43.016741,-76.144863
36,067,006000,3646,43.003559,-76.154587
36,067,006101,4096,43.0068,-76.141694
36,067,006102,2118,42.997952,-76.12845
36,067,006103,2545,42.992195,-76.141691
36,067,010100,2818,43.185806,-76.029254
36,067,010200,5892,43.222683,-76.128706
36,067,010301,5573,43.16453,-76.104368
36,067,010321,2784,43.183685,-76.085502
36,067,010322,4010,43.188755,-76.099042
36,067,010400,3932,43.157286,-76.034943
36,067,010500,2447,43.145298,-76.103118
36,067,010600,2185,43.129919,-76.107624
36,067,010700,1991,43.136343,-76.12373
36,067,010800,4809,43.132178,-76.137966
36,067,010900,2295,43.126557,-76.151486
36,067,011011,3371,43.126345,-76.170806
36,067,011012,3769,43.13272,-76.18156
36,067,011021,2947,43.145861,-76.168908
36,067,011022,3179,43.137663,-76.149762
36,067,011101,5907,43.140377,-76.219893
36,067,011102,3608,43.128658,-76.21052
36,067,011201,3924,43.170056,-76.254095
36,067,011202,4800,43.175028,-76.238064
36,067,011231,4820,43.157744,-76.221447
36,067,011232,3796,43.171722,-76.217515
36,067,011241,2162,43.17046,-76.163943
36,067,011242,6246,43.164604,-76.141199
36,067,011300,2573,43.211405,-76.215651
36,067,011401,6934,43.189407,-76.295199
36,067,011402,4254,43.185299,-76.40288
36,067,011500,5459,43.148952,-76.288477
36,067,011600,5112,43.167251,-76.339354
36,067,011700,3099,43.150153,-76.338199
36,067,011800,6360,43.12817,-76.301815
36,067,011900,3726,43.122245,-76.366574
36,067,012000,5922,43.052148,-76.445463
36,067,012100,4137,43.062936,-76.311646
36,067,012200,1213,43.039294,-76.309084
36,067,012300,3452,43.03206,-76.290877
36,067,012400,4268,43.049158,-76.279479
36,067,012500,3699,43.048518,-76.253836
36,067,012600,5425,43.03769,-76.246323
36,067,012700,1973,43.057288,-76.244013
36,067,012800,3129,43.095823,-76.245961
36,067,012900,2572,43.05981,-76.211936
36,067,013000,4012,43.053784,-76.211725
36,067,013100,4449,43.042076,-76.220662
36,067,013200,2958,43.040099,-76.203419
36,067,013300,2347,43.106545,-76.209832
36,067,013400,5505,43.123728,-76.231486
36,067,013500,5192,43.108177,-76.174169
36,067,013600,3164,43.102021,-76.193779
36,067,013701,4979,43.088348,-76.177058
36,067,013800,2138,43.112149,-76.154484
36,067,013900,2726,43.102239,-76.136504
36,067,014000,3822,43.097294,-76.146102
36,067,014200,3837,43.081134,-76.128108
36,067,014300,3084,43.066485,-76.07225
36,067,014400,2471,43.076238,-76.089268
36,067,014500,4074,43.083971,-76.067872
36,067,014600,4967,43.047009,-76.076404
36,067,014700,5946,43.02494,-76.086941
36,067,014800,3101,43.022528,-76.047959
36,067,014900,2195,42.99064,-76.08066
36,067,015000,4460,43.033523,-76.00359
36,067,015100,5653,43.019508,-76.000779
36,067,015201,3190,43.003535,-76.000089
36,067,015202,4337,43.00275,-75.955386
36,067,015203,2596,42.99262,-75.980812
36,067,015400,5790,43.073124,-76.015013
36,067,015500,2819,43.052755,-76.021743
36,067,015601,3525,43.072247,-75.971287
36,067,015700,7080,42.942321,-75.979449
36,067,015800,4952,42.91241,-76.10127
36,067,016001,3407,42.953421,-76.232846
36,067,016002,2967,43.006496,-76.258463
36,067,016100,2383,42.987802,-76.116759
36,067,016200,2265,42.978433,-76.144303
36,067,016300,8095,43.000939,-76.188939
36,067,016400,3984,43.022798,-76.215184
36,067,016501,1863,42.939953,-76.318883
36,067,016502,4347,42.988495,-76.335245
36,067,016600,4617,42.964488,-76.42647
36,067,016700,2592,42.914534,-76.413804
36,067,016801,1686,42.848264,-76.308734
36,067,016802,2541,42.865822,-76.233254
36,067,016901,2738,42.802416,-76.128043
36,067,016902,1964,42.832627,-76.005205
36,067,940000,468,42.943062,-76.156974
36,069,050101,3472,42.995932,-77.44721
36,069,050102,10803,42.990815,-77.401934
36,069,050201,6192,42.996816,-77.336525
36,069,050202,5633,42.957894,-77.34371
36,069,050301,4605,42.988936,-77.166707
36,069,050302,4790,42.963472,-77.21753
36,069,050400,7072,42.955675,-77.057541
36,069,050500,6100,42.903677,-77.466016
36,069,050601,5717,42.839014,-77.305667
36,069,050602,4303,42.913511,-77.305821
36,069,050800,2980,42.893512,-77.293434
36,069,050900,2322,42.89951,-77.281943
36,069,051000,2919,42.879754,-77.285174
36,069,051100,2324,42.887059,-77.27327
36,069,051200,3747,42.894054,-77.206344
36,069,051300,4247,42.808442,-77.210351
36,069,051400,2721,42.83784,-77.078966
36,069,051500,3278,42.845751,-76.996555
36,069,051600,4012,42.869495,-76.995192
36,069,051700,2030,42.879044,-76.980001
36,069,051800,2548,42.87223,-76.98159
36,069,051900,4684,42.859021,-76.988897
36,069,052000,5025,42.767892,-77.531976
36,069,052100,3905,42.776872,-77.413396
36,069,052200,2502,42.617601,-77.41681
36,071,000100,3525,41.513831,-74.015303
36,071,000200,2566,41.509862,-74.034487
36,071,000300,6770,41.504172,-74.022367
36,071,000400,4957,41.505824,-74.011107
36,071,000501,3203,41.498244,-74.015942
36,071,000502,4578,41.493676,-74.013796
36,071,000600,3336,41.499831,-74.035873
36,071,001100,4744,41.451276,-74.407756
36,071,001200,2541,41.456339,-74.412427
36,071,001300,3246,41.457876,-74.421147
36,071,001500,5007,41.439382,-74.414837
36,071,001600,6314,41.433649,-74.436816
36,071,002100,3358,41.380728,-74.683614
36,071,002200,3413,41.371708,-74.687501
36,071,002300,2057,41.37575,-74.699054
36,071,010101,4414,41.577246,-74.094785
36,071,010102,4856,41.569734,-74.027596
36,071,010200,5018,41.541316,-74.014193
36,071,010300,3438,41.535726,-74.051313
36,071,010400,3649,41.513664,-74.056211
36,071,010500,8357,41.529572,-74.094698
36,071,010600,7168,41.554028,-74.193189
36,071,010700,6978,41.561888,-74.191005
36,071,010801,3630,41.496062,-74.215631
36,071,010802,4868,41.524977,-74.227956
36,071,010901,3537,41.602290000000004,-74.28824
36,071,010902,5779,41.555899,-74.337371
36,071,011000,4761,41.498906,-74.365186
36,071,011101,2914,41.483461,-74.376205
36,071,011102,4372,41.473654,-74.357288
36,071,011200,4307,41.440403,-74.395326
36,071,011300,6842,41.466924,-74.392275
36,071,011400,4072,41.47793,-74.44987
36,071,011500,7018,41.472379,-74.522284
36,071,011601,4169,41.411979,-74.640169
36,071,011602,3732,41.448161,-74.672708
36,071,011701,4616,41.378194,-74.58639
36,071,011702,4490,41.333867,-74.537782000000007
36,071,011801,4592,41.403568,-74.470519
36,071,011802,2674,41.3766,-74.448167
36,071,011900,6228,41.384763,-74.350401
36,071,012100,3893,41.393606,-74.32214
36,071,012200,3566,41.403639,-74.315638
36,071,012300,5506,41.443451,-74.249694
36,071,012601,3317,41.4796,-74.054076
36,071,012602,3369,41.459789,-74.052526
36,071,012700,4105,41.480472,-74.025531
36,071,012800,4962,41.466344,-74.032112
36,071,012900,3184,41.44255,-74.019224
36,071,013000,4368,41.439453,-74.043564
36,071,013100,5094,41.423187,-74.065371
36,071,013201,5124,41.432703,-74.146663
36,071,013202,2436,41.428538,-74.165289
36,071,013300,7160,41.389448,-74.184811
36,071,013400,3308,41.373085,-74.180412
36,071,013500,6267,41.3557,-74.132451
36,071,013600,6763,41.392706,-73.964571
36,071,013700,2746,41.371965,-73.967911
36,071,013800,2983,41.345726,-73.979219
36,071,013900,4419,41.34008,-74.114097
36,071,014101,4057,41.322033,-74.180987
36,071,014102,5257,41.313574,-74.158494
36,071,014201,3896,41.321433,-74.210177
36,071,014202,6491,41.300817,-74.193637
36,071,014301,5023,41.363262,-74.278557
36,071,014302,6958,41.310683,-74.262173
36,071,014400,4601,41.318496,-74.355729
36,071,014501,4432,41.291801,-74.442993
36,071,014502,5435,41.249598,-74.385232
36,071,014600,6884,41.254477,-74.355203
36,071,014700,4465,41.285816,-74.301857
36,071,014800,6248,41.219972,-74.292779
36,071,014900,3624,41.200284,-74.206414
36,071,015003,3624,41.341619,-74.161677
36,071,015004,6464,41.337408,-74.16642
36,071,015005,4160,41.344966,-74.175666
36,071,015006,6630,41.345614,-74.171274
36,071,015100,6392,41.449761,-74.427983
36,071,015200,9508,41.46385,-74.112985
36,073,040200,3298,43.262964,-78.379193
36,073,040300,2677,43.180472,-78.384763
36,073,040400,3482,43.22295,-78.388762
36,073,040500,2647,43.213919,-78.386566
36,073,040600,7666,43.230587,-78.212482
36,073,040700,6200,43.247441,-78.192204
36,073,040801,4688,43.195228,-78.040633
36,073,040802,3948,43.24693,-78.042087
36,073,401200,3404,43.33367,-78.361728
36,073,401300,4873,43.334067,-78.104517
36,073,990000,0,43.502286,-78.229725
36,075,020100,3543,43.535094,-75.92502
36,075,020200,3939,43.640021,-76.106378
36,075,020301,2365,43.568253,-76.127502
36,075,020302,3353,43.544445,-76.126709
36,075,020400,5197,43.455786,-76.213003
36,075,020500,5894,43.434998,-76.037751
36,075,020600,4973,43.26802,-75.958554
36,075,020701,4252,43.299595,-76.078682
36,075,020702,4206,43.278707,-76.156466
36,075,020703,5244,43.337068,-76.152903
36,075,020800,3664,43.364707,-76.266021
36,075,020901,2382,43.231214,-76.296384
36,075,020902,6119,43.259311,-76.262835
36,075,021000,5926,43.356909,-76.386427
36,075,021101,3913,43.32591,-76.409693
36,075,021102,2411,43.317782,-76.402971
36,075,021103,2945,43.307581,-76.412755
36,075,021104,2627,43.322158,-76.425476
